controlNumber,prefLabel,scopeNote
305209,Fiskmarknader,
166440,Fisknamn,
145135,Fiskodling,
161282,Fiskolja,
145136,Fiskparasiter,
271251,Fiskskinn,
152256,Fisktrappor,
145139,Fisködlor,
145142,Fissionsenergi,
145143,Fissionsreaktorer,
145145,Fixering (fotografi),
145146,Fixstjärnor,
145147,Fixturer,se även resp underavd av P med tillägg .03
145148,Fjordar,
145150,Fjordhäst,
145151,Fjäder,
145152,Fjäderarbeten,
145153,Fjäderfä,
145154,Fjäderfäskötsel,
145155,Fjädrar (maskinelement),
145156,Fjällen,
252812,Fjällen i konsten,
161283,Fjällfiske,
145158,Fjällfärder,"se även resp land eller landskap, t ex Lappland Ncci"
172802,Fjällförare,
w7tczlvmtf1r902x,Fjällgås,
145160,Fjällnära skogar,
145159,Fjällras,
145161,Fjällräddning,
145162,Fjällräv,
167877,Fjällsamer,
145163,Fjällsäkerhet,
172736,Fjällturism,
145164,Fjälluggla,
145165,Fjällvandring,"se även resp land eller landskap, t ex Lappland Ncci"
161284,Fjällväxter,
217970,Fjällägenheter,
145166,Fjällämlar,
145167,Fjärde dimensionen,
239609,Fjärde korståget 1202-1204,
145168,"Fjärde maj-rörelsen, Kina, 1919",
145169,Fjärilar,
274102,Fjärilar i konsten,
145170,Fjärilsim,
145173,Fjärranalys,Se även resp användningsområde.
145174,Fjärrkontroll,
396942,Fjärrkyla,
145176,Fjärrlån,
157119,Fjärrstyrda projektiler,
145177,Fjärrstyrning,
145179,Fjärrvärme,
145180,Fladdermöss,
145181,Flagellanter,
145182,Flageolett,
145185,Flaggor,
220780,Flaggor i konsten,
167665,Flamboyantstil,
145186,Flamenco,"För musik. För dans, använd Flamenco (dans)"
145187,Flamenco (dans),
157513,Flamingor,
145190,Flamländare,
145191,Flamländsk konst,
168393,Flamländsk litteratur,För litteraturen i sig se Hg.
168284,Flamländsk litteratur--historia,
145192,Flamländsk målarkonst,
372131,Flamländsk teckningskonst,
317290,Flamländska altartavlor,
374869,Flamländska handskriftsminiatyrer,
245104,Flamländskt bokmåleri,
372128,Flamländskt genremåleri,
243701,Flamländskt landskapsmåleri,
372587,Flamländskt muralmåleri,
373694,Flamländskt porträttmåleri,
374403,Flamländskt väggmåleri,
145194,Flamskvävnad,"- handarbete Qccbd, - konsthantverk Ihca"
168190,Flamskyddsmedel,
168191,Flamskyddsmedel--medicinska aspekter,
168192,Flamskyddsmedel--miljöaspekter,
145197,Flanell,"- bomull Pjab, - ylle Pjac"
145198,Flanellografer,
166797,Flanörer i litteraturen,
145199,Flare-stjärnor,
168631,Flash,
335434,Flashpacking,
145200,Flaskor,"- glas Pga, - konsthantverk Ihfb."
145201,Flaskskepp,
145202,Flaskuppfödning,
145203,Flat-coated retriever,
306473,Flavonoider,
145204,Flebografi,
161285,Flerbostadshus,
145207,Flerspråkighet,
260002,Flerspråkighet hos barn,"- tvåspråkighet F.047, - barnspråk F:dofa."
152551,Flerstämmig liturgisk musik,se resp form
144606,Flerstämmiga mässor,
164933,Flerstämmiga sekvenser,
283335,Flexibelt lärande,"- pedagogisk metodik Eab, - särskilda undervisningsformer Em.07."
244446,Flexografi,
145209,Flextid,"- arbete och arbetsmarknad Ohad, - personaladministration Qbfa."
166573,Flickböcker,se även resp litteraturhistoria med tillägg .092. För genren i sig se H med underavdelningar
336069,Flickkör,
145211,Flickor,
274083,Flickor i filmen,
271357,Flickor i konsten,
220149,Flickor i litteraturen,
m6v3w71vkcrpqdpm,Flickor på tv,Används för resurser som behandlar hur ämnet flickor framställs på tv.
340027,Flickor--forskning,
145214,Flickskolor,"- gymnasieskolan och motsvarande Em.03, - goss- och flickskolor Em.092."
145215,Flingor (livsmedel),
170340,Flinta,"- förekomst Udve, - arkeologi J.03"
145216,Flintgods,"- keramik och porslin Pgb, - konsthantverk Ihfaa"
145217,Flintlåsvapen,
145218,Flintteknik,
145219,Flipperjollar,
145221,Flipperspel,
147403,Flis,"- bränsle Pmaa, - energiförsörjning P.0811."
147413,Fliseldning,
164951,Flockblommiga växter,
269185,Flockning,"- elektrokemi och lösningar Uceefa, - vattenförsörjning och avlopp Ppda."
145226,Flodbyggnad,
145227,Floder,
241315,Flodfärder,
147414,Flodgudar,
145228,Flodgudar i konsten,
145229,Flodhästar,
145230,Flodkräftor,
145231,Flodnamn,se även resp språk med tillägg .032
145232,Flodpärlmusslor,
145233,Flodreglering,
249949,Flodvågskatastrofen 2004,
330432,Flodvågskatastrofen 2004 i massmedia,
155026,Floravård,
145237,Florettfäktning,
2m38pmwr0pt0cpm4,Florister,
145239,Floror,Även genre/formterm.
145241,Flotation,
270068,Flottare,Särsk Lz.
145243,Flottleder,
145244,Flottning,
166923,Flow,
145245,Flugbaggar,
147415,Flugbindning,
145247,Flugfiske,
145248,Flugor,
145249,Flugsnappare,
168632,Flugsvampar,
249864,Fluiddynamik,
250619,Fluider,"- mekanik Ucbb, - fysik Ucch, Ucci, - kemi Uceea."
145250,Fluidistorer,
145251,Fluidmekanik,
145252,Fluor,
145253,Fluorbehandling,
145254,Fluorescens,
145255,Fluorföreningar,
145257,Fluvial transport,
161288,Fluxus,
145258,Flygambulanser,
145259,Flygande holländaren,se även resp litteraturhistoria med tillägg .07
391589,Flygare,
263519,Flygarkeologi,
324935,Flygbaser,
145288,Flygblad,
145262,Flygbolag,särsk Qz
222374,Flygbombning,
145263,Flygbuller,
145264,Flygbuller--juridik och lagstiftning,
145265,Flygburet infanteri,
145266,Flygekorrar,
370212,Flygelhorn,
145267,Flygfiskar,
166528,Flygflottiljer,
145268,Flygfotografi,
145269,Flygfrakt,
145270,Flygindustri,
145271,Flygkapningar,
368740,Flygkapningar--historia,
145272,Flygkapningar--juridik och lagstiftning,
260003,Flygkartor,"- kartografi Ny, - flygtrafik Prdda."
287654,Flygklubbar,
350819,Flygledare,
360824,Flygledning,
145274,Flyglära,
145275,Flygmedicin,
145276,Flygmotorer,
145277,Flygmuseer,
145278,Flygning,
264723,Flygning i filmen,
174714,Flygning i konsten,
228660,Flygofficerare,Särsk Lz.
147710,Flygolyckor,
145279,Flygoperationer,
332553,Flygpersonal,Särsk Lz.
145280,Flygplan,
149011,Flygplansinstrument,
145281,Flygplanskomponenter,
145282,Flygplanskonstruktion,
145283,Flygplatser,
330358,Flygplatser i konsten,
167220,Flygpost,
254232,Flygradio,
307411,Flygresor,
145286,Flygräddningstjänst,
145287,Flygrädsla,
167249,Flygsandsfält,
163824,Flygspaning,
145289,Flygsport,
145290,Flygsäkerhet,
145291,Flygteknik,
zd8mwmj8w18n7mnh,Flygteknik i litteraturen,
167666,Flygtekniker,särsk Lz
147411,Flygterminaler,
145293,Flygtrafik,
360825,Flygtrafiktjänst,
166647,Flygtransporter,
166529,Flygutbildning,"- civil Prdda, - militär Sc.04"
333151,Flygvärdar,Särsk Lz.
161290,Flygvärdinnor,Särsk Lz.
145295,Flygödlor,
388798,Flykt,
145297,Flyktingar,
337055,Flyktingar i litteraturen,
1dv8d8btzw6bbtnq,Flyktingar i massmedia,
zcnppst4ww9hjpd0,Flyktingar--historia,
363423,Flyktingar--juridik och lagstiftning,
145298,Flyktingbarn,
220781,Flyktingfamiljer,
145301,Flyktingfrågor,
145302,Flyktingförläggningar,
145303,Flyktinghjälp,
145304,Flyktingläger,
145305,Flyktingmottagande,
145306,Flyktingpolitik,"se även resp land, t ex Sverige Ohdf-c"
145307,Flyktskytte,
s4khwbt0q9rml2h7,Flytande gaser,
145309,Flytande kol,
239540,Flytande kristaller,
145310,Flytande tillståndets kemi,
145311,Flytande tillverkning,
388799,Flyttar,
145312,Flyttblock,
145314,Flyttfåglar,
279308,Flyttstyling,
145315,Flytvästar,
145316,Fläckborttagning,
145317,Fläktar,
147409,Flätning,"- handarbete Qcaa, - konsthantverk Ihcf"
404400,Flätor,
263576,Flödescytometri,"- biologisk teknik Ue.02, - klinisk cytologi Veag."
145318,Flöjt,
388217,Flöjtister,
145322,Flöjtkonserter,
357663,Flöjtskolor,
351477,Flöjtsonater,
333580,Flört,
145325,FN-bataljoner,Särsk svenska S-cza.
388801,FN-soldater,
147410,FNL-rörelsen,
145327,Fobier,"- ångestsyndrom Vlaac, - känslor, känsloreaktioner Dodf."
224101,Fobier hos barn,"- ångestsyndrom Vlaac, - känslor, känsloreaktioner Dodf."
145328,Fobifobier,
145329,Fobiträning,
147407,Foderbetor,
145331,Fodercellulosa,
145332,Fodermedel,
145333,Fodermedelshandel,
161291,Foderstat,
229761,Foderväxter,"- växtodlingslära Qdd, - betes- och utfodringsfrågor Qdfa."
310759,Fogar,
171921,Fogdar,Historisk term. Underindelas inte med - historia.
168589,Fokusgrupper,
145334,Folierätter,
145335,Folior,
370210,Folk metal,
147428,Folk- och bostadsräkningar,
145339,Folkbibliotek,
324924,Folkbibliotek i massmedia,
324925,Folkbibliotek i pressen,
289392,Folkbildare,Särsk Lz.
145341,Folkbildning,
368984,Folkbildning i pressen,
145343,Folkbildning--historia,
145342,Folkbildningsarbete,
145345,Folkbildningsorganisationer,
145346,Folkbildningsrörelsen,
145349,Folkbokföring,
236200,Folkbåtar,
145351,Folkböcker,"Se även ämnesord för resp litteraturs folkböcker, t.ex. Svenska folkböcker."
246259,Folkböcker på jiddisch,
145352,Folkdans,"Hit traditionella former av dans, både spontana dansformerna och former anpassade för scenframträdanden. För svenska förhållanden används termen om de danser som förekom hos landsbygdsbefolkningen fram till 1800-talets mitt. För danser som spridits i Sverige vid en senare tidpunkt se Gammaldans, Sällskapsdans och resp dans."
145353,Folkdans (musik),
145356,Folkdemokrati,Historisk term. Används för resurser om de efter andra världskriget etablerade kommunistiska regimerna i Europa och Asien.
145358,Folkdiktning,"Se även ämnesord för resp. litteraturs folkdiktning, t ex Finsk folkdiktning. | Klassifikation: se även resp litteraturhistoria med tillägg .07, t ex svensk Gc.07. För genren i sig se H.07 och resp skönlitteratur med tillägg .07, t ex svensk Hc.07."
353950,Folkdiktning på iranska språk,
145359,Folkdomstolar,
166212,Folkdräkter,
d0tkpwn6bcxh9rwk,Folkdräkter i konsten,
145362,Folkets hus,
145363,Folkets tempel,
145364,Folketymologier,"se även resp språk med tillägg .021, t ex svenska Fc.021."
145365,Folkhemmet,
145366,Folkhälsa,"- samhällsmedicin Vnaa, - medicinsk statistik Vnac."
237688,Folkhälsopolitik,Tidigare SAB-kod Vna. Ändrat 2006-09-28.
370857,Folkhögskoleelever,
261693,Folkhögskolelärare,Särsk Lz.
145370,Folkhögskolor,pedagogisk metodik Eab.05.
145372,Folkjazz,
145377,Folkkommuner,
163746,Folkkonst,
145379,Folkkultur,
145382,Folkkyrka,
145383,Folklekar,
145384,Folkliga fester,
370206,Folkliga koraler,
145386,Folkliv,
145390,Folklivsskildringar,
277525,Folklorister,Särsk Lz.
145398,Folkloristik,"Hit endast verk om disciplinen folkloristik. Komplettera i regel ämnesordet med lämplig allmän underindelning, t.ex. - forskning, - teori, filosofi. För verk om folkminnen och folklore används ämnesordet Folkminnen eller andra mer specifika ämnesord."
277537,Folkloristik--forskning,
145399,Folkloristik--metodik,
277536,"Folkloristik--teori, filosofi",
145393,Folklåtar,
153768,Folkmedicin,
145396,Folkminnen,
332000,Folkminnen i filmen,
145400,Folkmord,"- historia K, - folkrätt Oba. | Se även resp lands historia."
2m38q5w703s0b4mz,Folkmord i filmen,
167594,Folkmord--juridik och lagstiftning,
145401,Folkmord--religiösa aspekter,
247906,Folkmordet i Armenien 1915-1923,
289395,Folkmordet i Rwanda 1994,
168452,Folkmusik,för verk om enskilda etniska gruppers musik läggs ytterligare ett ämnesord med huvuduppslag på gruppen. [etnisk grupp] - [musik] - [geografiskt ämnesord]
161292,Folkmusiker,Särsk Ijz.
173883,Folkmusikupptecknare,särsk Lz
173884,Folkmusikuppteckningar,
145405,Folkmängd,
145406,Folkomröstningar,"Se även resp lands statskunskap med tillägg .05, t ex Sverige Occ.05."
367038,Folkomröstningar--historia,
145407,Folkparker,Särsk orter Ohm-cz.
145409,Folkpension,
317005,Folkrace,
l3dsr1pzj0whzglp,Folkreligion,
145411,Folkrepresentation,"se även resp lands statskunskap med tillägg .05, t ex Sverige Occ.05"
145412,Folkrock,
145417,Folkrätt,
388802,Folkrättsbrott,
145419,Folkrörelsearkiv,
145421,Folkrörelsebibliotek,
145422,Folkrörelser,
145423,Folkrörelser--historia,
145425,Folksagor,"Se även resp litteraturhistoria med tillägg .07, t ex svensk Gc.07. För genren i sig se H.07 och resp skönlitteratur med tillägg .07, t ex svensk Hc.07. Se även ämnesord för resp litteraturs folksagor, t.ex. Engelska folksagor."
226426,Folksagor i filmen,
330433,Folksamlingar,
145426,Folkseder,
k1w8btx3h0ls6mcb,Folkseder i litteraturen,
145427,Folkskolan,Pedagogisk metodik Eab.02
145429,Folkskoleseminarier,
145431,Folkskollärare,Särsk Lz. Används för perioden fram till 1968
145434,Folkskådespel,
145437,Folksuveränitet,
145438,Folktandvård,
145439,Folktradition,
145440,Folktro,
316089,Folktro i litteraturen,
145441,Folkundervisning,pedagogisk metodik Eab.02
332001,Folkungar,
388804,Folkupproret i Östtyskland 17 juni 1953,
145443,Folkvandringarna,
145444,Folkvandringstiden,
145447,Folkvisor,
145451,Folköl,"- drycker Qcaf, - alkoholfrågor Ohia"
gvm0m5r5dg4n4zpg,Fon (folk),
145452,Fon (språk),
145453,Fondbörser,
143098,Fonder (allmänna),
145455,Fondförsäkring,
145456,Fondkommissioner,"särsk Qz (folkbibl), Qaec-cz (forskbibl)"
166648,Fondsparande,
145457,Fonduerätter,
145458,Fonem,Se även resp språk med tillägg .011.
145459,Fonetik,"Se även resp språk med tillägg .011, t ex svenska Fc.011."
145460,Fonetisk skrift,"Se även resp språk med tillägg .011, t ex svenska Fc.011."
145461,Foniatri,
369975,Fonn mall,"Skottland, Irland, keltisk nmusik, slow air"
357218,Fonografcylindrar,
145463,Fonografer,
145464,Fonologi,se även resp språk med tillägg .011.
228661,Fononer,
167564,Fontainebleauskolan,
145466,Fontäner,
145467,Foraminifera,
161293,Forbönder,Historisk term. Underindelas inte med - historia.
264227,Ford (bilar),För verk om själva företaget se företagets namn.
393522,Ford Cortina (bilar),
395797,Ford Mustang (bilar),För verk om själva företaget se företagets namn.
145469,Fordism,
282452,Fordon,Tidigare Fordon se Landsvägsfordon. Ändrat 2006-11-23.
166643,Fordonsskatt,
147406,Fordonsteknik,
145471,Fordran,"- allmänt Oeaa, - lös egendom Oeacc"
145472,Fordringspreskription,
161294,Forkörning,Historisk term. Underindelas inte med - historia.
145473,Form (estetik),
145474,Form (filosofi),
145475,Formaldehyd,
145477,Formalism (konst),
145476,Formalism (litteratur),
145478,Formatering (katalogisering),
145479,Formdragning,
146921,Formel K,"- bilsport Rbfc, - bilar Prabb"
145481,Formelracing,"- bilar Prabb, - bilsport Rbfc."
142783,Formgivare,Särsk Ibz.
145483,Formler,
154467,Formlära (språkvetenskap),se även resp språk med tillägg .012. LCSHs scopenote Here are entered works on the study and analysis of the structure forms and classes of words in languages including inflection derivation  and compounding Works on the formation of words in languages by the processes of derivation and compounding only are entered under the heading Grammar Comparative and general Word formation.
145486,Formsprutning,
145487,Formulärsamlingar,"- språkvetenskap F.06, affärskorrespondens Qbgb. Se även resp språk med tillägg .06, t ex svenska Fc.06"
145488,Formulärsamlingar--juridik och lagstiftning,
145490,Formuppfattning,
328827,Forna polska östområden i litteraturen,
145491,Fornaldarsagor,"""medeltida isländska sagor som till skillnad från den mer realistiska genren islänningasagor är förlagda till tiden före kolonisationen av Island"" (ur NE). För genren i sig se  SAB-kod Hdca.01."
145492,Fornamerikanska kulturer,
145493,Fornborgar,se även resp lands arkeologi med tillägg .06
145497,Forndansk litteratur,
145498,Forndanska språket,
166963,Fornegyptisk filosofi,
252551,Fornegyptisk litteratur,För litteraturen i sig se Htaa.
252549,Fornegyptisk litteratur--historia,
143918,Fornegyptisk religion,
168357,Fornegyptiska gudar,
138551,Fornegyptiska gudar i konsten,
168359,Fornegyptiska gudinnor,
223068,Fornegyptiska handskrifter,
145499,Fornegyptiska språket,
145500,Fornengelsk litteratur,För litteraturen i sig se Hea.
145501,Fornengelsk litteratur--historia,
217427,Fornengelsk poesi,"- fornengelsk litteratur Ge.2, - engelsk poesi Ge.03."
356521,Fornengelska handskrifter,
145502,Fornengelska språket,
145506,Fornfransk litteratur,
145507,Fornfranska språket,
145508,Fornfrisisk litteratur,
145509,Fornfrisiska språket,
145511,Forngermansk rätt,
145512,Fornhögtysk litteratur,För genren i sig används SAB-kod Hfa.
145513,Fornhögtysk litteratur--historia,
145514,Fornhögtyska språket,
145515,Forniransk litteratur,
145516,Forniranska språk,
145517,Fornisländsk litteratur,För litteraturen i sig se Hdca.
